person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
24,male,high school,121006.0,0,mortgage,25000.0,venture,11.6,0.21,4.0,667,no,0
25,male,bachelor,147713.0,0,rent,15000.0,homeimprovement,11.58,0.1,4.0,518,yes,0
33,female,associate,127880.0,9,mortgage,15000.0,debtconsolidation,11.9,0.12,8.0,663,yes,0
27,male,high school,143486.0,4,mortgage,15000.0,homeimprovement,11.29,0.1,5.0,657,yes,0
27,male,master,48793.0,5,rent,6000.0,medical,10.86,0.12,5.0,609,yes,0
27,female,high school,119455.0,7,mortgage,4990.0,personal,11.46,0.04,3.0,666,no,0
27,female,associate,64121.0,3,mortgage,4800.0,education,15.64,0.07,8.0,700,yes,0
23,female,associate,67267.0,5,mortgage,2051.0,education,11.25,0.03,3.0,652,yes,0
26,female,associate,34102.0,2,rent,3555.0,venture,8.48,0.1,8.0,563,yes,0
30,male,associate,84835.0,6,rent,7200.0,homeimprovement,11.12,0.08,6.0,674,yes,0
34,female,master,168750.0,10,mortgage,12000.0,homeimprovement,14.84,0.07,10.0,645,yes,0
22,female,associate,26352.0,0,rent,6129.0,venture,14.54,0.23,3.0,657,yes,0
28,female,master,188075.0,7,mortgage,5309.0,homeimprovement,6.73,0.03,9.0,720,no,0
35,female,master,108886.0,10,mortgage,4000.0,debtconsolidation,8.42,0.04,14.0,622,no,0
26,female,associate,130484.0,5,mortgage,8925.0,education,7.74,0.07,3.0,530,yes,0
22,female,bachelor,107554.0,0,mortgage,16171.0,venture,12.61,0.15,4.0,705,yes,0
36,male,bachelor,145182.0,12,rent,24250.0,personal,11.96,0.17,11.0,619,yes,0
30,male,bachelor,157100.0,8,mortgage,8509.0,medical,12.27,0.05,5.0,625,yes,0
24,male,associate,92547.0,6,mortgage,22000.0,homeimprovement,9.25,0.24,3.0,524,yes,0
27,female,bachelor,70451.0,6,rent,6971.0,venture,10.01,0.1,8.0,700,no,0
22,male,high school,74976.0,0,mortgage,5000.0,venture,8.28,0.07,4.0,661,yes,0
33,female,bachelor,71887.0,8,mortgage,11000.0,venture,10.93,0.15,13.0,646,yes,0
22,male,bachelor,61213.0,0,mortgage,7800.0,personal,6.62,0.13,3.0,664,yes,0
26,male,high school,136663.0,2,own,3160.0,venture,11.01,0.02,3.0,598,yes,0
27,male,associate,43262.0,4,rent,3000.0,education,11.01,0.07,7.0,654,no,0
27,male,bachelor,274614.0,3,mortgage,6022.0,debtconsolidation,7.15,0.02,6.0,640,yes,0
35,male,bachelor,60864.0,14,mortgage,4000.0,medical,8.69,0.07,9.0,643,yes,0
27,male,high school,91093.0,3,rent,10390.0,medical,11.74,0.11,8.0,666,yes,0
31,female,master,345369.0,7,mortgage,25000.0,education,16.09,0.07,10.0,623,yes,0
31,male,associate,107464.0,3,rent,1409.0,education,11.01,0.01,10.0,601,yes,0
24,male,associate,121082.0,0,mortgage,4144.0,education,10.66,0.03,3.0,672,yes,0
30,female,master,108831.0,8,rent,10000.0,education,14.2,0.09,10.0,720,no,0
42,male,associate,87590.0,19,rent,8000.0,education,7.17,0.09,17.0,680,no,0
29,male,master,94182.0,6,rent,9005.0,debtconsolidation,12.29,0.1,6.0,698,yes,0
33,male,bachelor,68257.0,8,mortgage,16000.0,education,6.37,0.23,8.0,587,yes,0
23,female,high school,44190.0,1,rent,6000.0,education,9.45,0.14,3.0,589,no,0
28,female,high school,44294.0,8,mortgage,22230.0,venture,14.08,0.5,5.0,610,no,0
27,male,high school,42871.0,4,rent,1800.0,medical,6.22,0.04,4.0,595,yes,0
26,male,high school,300817.0,1,mortgage,9257.0,education,9.04,0.03,6.0,541,yes,0
28,male,high school,41276.0,1,mortgage,3000.0,medical,9.61,0.07,8.0,650,no,0
30,male,bachelor,89657.0,8,mortgage,1200.0,homeimprovement,9.25,0.01,7.0,631,no,0
28,male,high school,113725.0,6,mortgage,3679.0,medical,7.36,0.03,8.0,578,yes,0
24,male,high school,61128.0,3,mortgage,6000.0,personal,5.98,0.1,4.0,593,yes,0
26,male,associate,97093.0,1,mortgage,16000.0,education,7.3,0.16,5.0,672,no,0
36,male,high school,49014.0,15,mortgage,10000.0,medical,10.88,0.2,13.0,692,yes,0
38,male,master,169200.0,15,mortgage,25000.0,venture,10.15,0.15,12.0,736,no,0
42,male,associate,87300.0,18,mortgage,14892.0,medical,6.22,0.17,10.0,673,no,0
37,female,high school,78923.0,14,mortgage,11022.0,homeimprovement,9.69,0.14,15.0,595,yes,0
28,female,high school,61025.0,5,own,9772.0,personal,10.14,0.16,6.0,687,no,0
40,male,bachelor,174983.0,15,mortgage,20605.0,debtconsolidation,9.98,0.12,16.0,610,no,0
23,male,associate,102998.0,3,mortgage,15000.0,venture,6.75,0.15,2.0,640,no,0
28,male,bachelor,35860.0,5,rent,1039.0,medical,8.65,0.03,6.0,651,no,0
27,male,bachelor,52740.0,5,rent,9396.0,debtconsolidation,8.58,0.18,5.0,675,yes,0
30,female,master,116176.0,9,mortgage,6000.0,personal,5.42,0.05,7.0,653,yes,0
29,male,high school,162736.0,4,mortgage,21581.0,venture,10.67,0.13,7.0,656,yes,0
26,female,bachelor,53613.0,5,mortgage,10000.0,personal,8.82,0.19,6.0,547,yes,0
34,female,master,76349.0,14,rent,13200.0,debtconsolidation,9.25,0.17,9.0,685,yes,0
28,male,associate,49991.0,9,rent,9867.0,education,9.4,0.2,9.0,555,no,0
32,male,associate,72638.0,10,mortgage,12000.0,education,6.58,0.17,11.0,584,yes,0
31,female,associate,240461.0,7,rent,5000.0,personal,9.14,0.02,9.0,642,yes,0
35,female,bachelor,54928.0,13,rent,5200.0,medical,13.08,0.09,10.0,683,yes,0
25,male,associate,78671.0,0,rent,5000.0,personal,7.97,0.06,5.0,576,yes,0
22,female,high school,49224.0,3,rent,10000.0,education,6.74,0.2,3.0,476,yes,0
31,male,bachelor,50101.0,6,rent,4000.0,venture,10.34,0.08,9.0,692,yes,0
28,female,bachelor,140940.0,5,mortgage,21194.0,homeimprovement,12.46,0.15,5.0,634,no,0
28,female,bachelor,51129.0,1,rent,4922.0,education,10.73,0.1,7.0,641,no,0
25,female,master,40653.0,3,rent,8000.0,education,11.4,0.2,3.0,702,yes,0
22,male,associate,84877.0,0,mortgage,6000.0,education,6.89,0.07,4.0,606,yes,0
27,female,bachelor,43155.0,7,mortgage,9000.0,medical,11.4,0.21,5.0,637,no,0
24,male,bachelor,94476.0,1,rent,5797.0,medical,11.01,0.06,3.0,676,yes,0
32,male,associate,36644.0,9,mortgage,10000.0,venture,8.23,0.27,9.0,616,yes,0
26,female,associate,30909.0,0,own,8500.0,education,6.75,0.28,3.0,577,no,0
22,female,associate,51299.0,0,rent,10000.0,education,11.82,0.19,4.0,690,no,0
23,female,bachelor,49207.0,0,rent,9000.0,education,11.02,0.18,4.0,639,yes,0
23,male,master,55066.0,3,rent,9437.0,education,13.17,0.17,3.0,705,no,0
30,male,bachelor,104905.0,5,rent,2517.0,personal,9.49,0.02,8.0,597,yes,0
23,female,associate,72960.0,0,rent,11500.0,personal,11.14,0.16,4.0,639,yes,0
24,male,bachelor,53787.0,3,rent,10329.0,education,13.27,0.19,4.0,582,yes,0
29,male,bachelor,88355.0,4,mortgage,29979.0,venture,7.87,0.34,7.0,610,no,0
23,male,high school,49190.0,1,rent,10000.0,education,6.93,0.2,3.0,617,yes,0
38,male,bachelor,63672.0,16,own,9600.0,education,8.85,0.15,12.0,700,yes,0
31,male,high school,52508.0,10,rent,9000.0,personal,11.5,0.17,5.0,584,yes,0
23,male,bachelor,144915.0,1,rent,23953.0,venture,10.59,0.17,4.0,687,yes,0
27,female,bachelor,72920.0,4,mortgage,10000.0,personal,8.0,0.14,7.0,705,yes,0
24,male,master,127418.0,1,mortgage,3709.0,homeimprovement,9.19,0.03,4.0,700,no,0
28,female,master,29789.0,4,rent,5000.0,debtconsolidation,12.02,0.17,5.0,579,yes,0
23,female,bachelor,60763.0,0,rent,7000.0,venture,10.7,0.12,3.0,648,no,0
25,male,high school,70610.0,0,rent,6000.0,personal,12.24,0.08,4.0,648,yes,0
27,female,bachelor,48033.0,2,mortgage,3000.0,medical,9.55,0.06,6.0,605,yes,0
30,male,bachelor,39201.0,3,rent,6000.0,medical,11.96,0.15,9.0,627,yes,0
30,female,associate,151020.0,6,rent,3069.0,education,12.74,0.02,7.0,632,yes,0
24,female,high school,67226.0,1,rent,10775.0,education,9.35,0.16,4.0,635,no,0
23,female,bachelor,30040.0,4,rent,4000.0,venture,11.18,0.13,4.0,614,no,0
26,male,high school,102794.0,1,mortgage,10000.0,education,11.66,0.1,2.0,617,yes,0
31,male,associate,66920.0,5,rent,15868.0,personal,11.01,0.24,7.0,631,no,0
23,female,bachelor,81509.0,0,mortgage,3215.0,personal,7.35,0.04,2.0,580,yes,0
24,male,master,41980.0,1,rent,9000.0,debtconsolidation,13.0,0.21,4.0,592,yes,0
30,female,bachelor,96804.0,2,mortgage,14449.0,homeimprovement,12.0,0.15,9.0,611,yes,0
40,male,high school,147668.0,18,mortgage,11799.0,medical,10.21,0.08,11.0,690,no,0
24,female,master,50036.0,3,rent,9919.0,venture,7.14,0.2,4.0,586,yes,0
34,female,master,43633.0,13,mortgage,18148.0,personal,9.53,0.42,11.0,666,no,0
26,male,bachelor,113669.0,0,mortgage,15072.0,debtconsolidation,6.58,0.13,3.0,691,no,0
39,male,bachelor,108608.0,18,rent,1500.0,education,13.51,0.01,14.0,612,yes,0
26,female,bachelor,50332.0,1,rent,3000.0,venture,11.11,0.06,3.0,646,yes,0
23,male,bachelor,85449.0,1,rent,10000.0,debtconsolidation,10.23,0.12,2.0,606,yes,0
32,male,high school,29634.0,8,rent,3500.0,medical,12.99,0.12,5.0,645,no,0
37,male,high school,78737.0,9,rent,9000.0,education,9.88,0.11,14.0,580,no,0
25,female,associate,33212.0,2,own,7300.0,medical,11.37,0.22,4.0,620,yes,0
27,female,bachelor,44178.0,5,mortgage,14000.0,personal,13.67,0.32,7.0,587,no,0
23,female,bachelor,31140.0,1,rent,4000.0,venture,12.34,0.13,4.0,638,no,0
36,female,associate,176109.0,9,mortgage,10000.0,debtconsolidation,13.69,0.06,15.0,666,no,0
25,female,bachelor,35432.0,3,mortgage,3000.0,education,11.39,0.08,3.0,626,yes,0
29,male,high school,126959.0,9,mortgage,15000.0,homeimprovement,13.77,0.12,5.0,679,yes,0
28,male,bachelor,68934.0,8,rent,6000.0,venture,7.75,0.09,6.0,613,yes,0
22,male,associate,40950.0,0,rent,10000.0,medical,11.78,0.24,4.0,674,yes,0
23,male,associate,73145.0,0,mortgage,15000.0,medical,7.99,0.21,4.0,606,yes,0
21,female,associate,24632.0,0,rent,4430.0,medical,8.84,0.18,4.0,554,yes,0
25,male,associate,108892.0,0,mortgage,9572.0,debtconsolidation,13.03,0.09,4.0,703,yes,0
30,female,associate,41777.0,7,rent,4000.0,venture,11.13,0.1,9.0,649,yes,0
23,male,bachelor,79013.0,0,rent,9600.0,personal,13.68,0.12,4.0,662,no,0
25,male,master,83730.0,4,rent,1025.0,debtconsolidation,8.41,0.01,4.0,589,yes,0
22,female,associate,49065.0,0,rent,6500.0,venture,6.26,0.13,4.0,629,no,0
22,female,bachelor,74151.0,0,mortgage,12000.0,venture,13.49,0.16,3.0,622,no,0
30,male,associate,139033.0,5,mortgage,6592.0,venture,13.43,0.05,9.0,606,yes,0
27,male,associate,93702.0,4,mortgage,12866.0,personal,11.01,0.14,5.0,651,no,0
24,female,bachelor,59640.0,0,rent,10154.0,education,10.33,0.17,3.0,644,no,0
22,male,high school,63449.0,0,rent,12000.0,education,12.03,0.19,3.0,668,yes,0
26,male,bachelor,68334.0,4,mortgage,13000.0,debtconsolidation,8.68,0.19,4.0,679,yes,0
28,male,bachelor,50043.0,4,rent,12000.0,personal,8.98,0.24,5.0,666,no,0
29,female,bachelor,58402.0,7,rent,7500.0,venture,11.94,0.13,8.0,625,no,0
24,female,bachelor,114969.0,0,mortgage,35000.0,education,7.9,0.3,5.0,495,yes,0
28,female,master,60910.0,6,rent,8000.0,venture,7.14,0.13,7.0,609,yes,0
23,female,high school,74988.0,0,rent,8400.0,medical,13.94,0.11,4.0,658,no,0
29,female,associate,48812.0,8,mortgage,3213.0,venture,9.26,0.07,7.0,586,yes,0
30,female,associate,51285.0,5,rent,5000.0,medical,11.01,0.1,7.0,629,no,0
38,male,bachelor,138880.0,13,mortgage,8000.0,venture,12.87,0.06,8.0,717,no,0
33,male,associate,93356.0,9,rent,17507.0,medical,11.52,0.19,11.0,664,yes,0
25,male,high school,70989.0,0,rent,7000.0,venture,7.57,0.1,5.0,618,yes,0
24,male,bachelor,128246.0,3,mortgage,15000.0,debtconsolidation,7.49,0.12,3.0,710,no,0
24,female,high school,57421.0,0,mortgage,11000.0,personal,11.02,0.19,4.0,498,yes,0
25,male,bachelor,61345.0,0,rent,5000.0,education,11.36,0.08,3.0,607,yes,0
33,male,bachelor,207697.0,9,rent,15931.0,debtconsolidation,9.68,0.08,8.0,609,yes,0
27,female,master,116176.0,4,mortgage,20000.0,venture,16.46,0.17,5.0,689,yes,0
28,male,associate,99941.0,6,mortgage,18233.0,debtconsolidation,9.45,0.18,6.0,607,yes,0
29,female,doctorate,51131.0,5,rent,10000.0,education,10.83,0.2,7.0,709,no,0
25,female,high school,58539.0,3,rent,3000.0,education,13.83,0.05,4.0,688,yes,0
23,female,high school,51306.0,0,mortgage,14791.0,education,13.07,0.29,4.0,551,yes,0
22,female,bachelor,64497.0,0,rent,5004.0,personal,5.7,0.08,3.0,673,yes,0
25,female,bachelor,115686.0,3,mortgage,4137.0,education,10.65,0.04,4.0,590,yes,0
30,female,bachelor,59713.0,7,mortgage,8500.0,medical,12.79,0.14,10.0,682,yes,0
36,female,high school,101793.0,14,rent,6000.0,venture,12.54,0.06,13.0,641,yes,0
27,female,associate,89468.0,5,rent,12000.0,venture,14.08,0.13,7.0,609,yes,0
26,female,associate,38951.0,2,rent,2138.0,personal,9.84,0.05,5.0,639,no,0
29,male,bachelor,109087.0,9,mortgage,12000.0,education,8.23,0.11,9.0,562,yes,0
31,female,master,77821.0,7,mortgage,6474.0,medical,7.55,0.08,7.0,598,yes,0
28,female,bachelor,94763.0,5,mortgage,6183.0,venture,7.51,0.07,7.0,599,yes,0
37,male,doctorate,70660.0,18,rent,7500.0,debtconsolidation,12.73,0.11,15.0,691,yes,0
28,female,associate,275769.0,4,mortgage,35000.0,homeimprovement,14.28,0.13,6.0,530,yes,0
29,male,high school,109131.0,5,rent,7144.0,personal,6.5,0.07,6.0,641,yes,0
35,male,associate,198375.0,10,mortgage,7729.0,debtconsolidation,10.8,0.04,12.0,712,no,0
38,male,associate,104949.0,13,rent,17791.0,medical,7.47,0.17,10.0,641,no,0
25,female,bachelor,61232.0,0,mortgage,8000.0,debtconsolidation,7.49,0.13,4.0,608,yes,0
30,male,high school,109071.0,5,mortgage,18000.0,personal,10.74,0.17,7.0,663,no,0
32,male,associate,58658.0,10,own,12082.0,medical,8.49,0.21,11.0,609,yes,0
27,female,bachelor,26875.0,0,rent,6000.0,venture,6.53,0.22,6.0,627,no,0
24,female,high school,105683.0,2,mortgage,10000.0,education,7.19,0.09,4.0,636,no,0
43,female,high school,57102.0,19,mortgage,7500.0,education,6.94,0.13,12.0,656,no,0
29,male,associate,101457.0,10,mortgage,10966.0,education,9.98,0.11,9.0,636,no,0
29,female,bachelor,168751.0,9,mortgage,25000.0,homeimprovement,10.33,0.15,6.0,612,yes,0
23,male,bachelor,120907.0,0,mortgage,10000.0,education,12.83,0.08,4.0,666,yes,0
34,female,master,82492.0,11,mortgage,2500.0,education,9.92,0.03,10.0,642,yes,0
25,male,bachelor,70092.0,1,mortgage,4000.0,education,9.05,0.06,5.0,689,yes,0
25,male,bachelor,54269.0,5,mortgage,19343.0,venture,9.86,0.36,5.0,609,yes,0
28,male,master,55154.0,5,rent,10458.0,venture,15.4,0.19,9.0,653,yes,0
31,male,bachelor,29492.0,7,rent,2500.0,medical,9.59,0.08,7.0,551,yes,0
27,male,associate,70647.0,1,rent,1472.0,debtconsolidation,12.21,0.02,9.0,636,yes,0
25,male,bachelor,47051.0,5,rent,2110.0,venture,10.41,0.04,3.0,663,no,0
26,male,high school,92236.0,0,mortgage,10000.0,debtconsolidation,10.78,0.11,3.0,598,yes,0
37,male,bachelor,61016.0,12,rent,10000.0,debtconsolidation,7.28,0.16,14.0,651,yes,0
44,male,associate,52639.0,21,rent,7821.0,medical,11.06,0.15,13.0,613,no,0
26,female,associate,72758.0,3,mortgage,7000.0,venture,10.46,0.1,3.0,631,yes,0
24,female,associate,130357.0,3,mortgage,8000.0,debtconsolidation,11.95,0.06,4.0,603,yes,0
30,male,bachelor,210862.0,8,rent,17861.0,education,6.36,0.08,9.0,601,no,0
30,female,master,57492.0,6,mortgage,5448.0,medical,9.92,0.09,5.0,733,yes,0
37,male,high school,52483.0,12,rent,3500.0,venture,10.41,0.07,11.0,644,yes,0
30,male,bachelor,85018.0,7,rent,12000.0,medical,7.96,0.14,7.0,661,no,0
35,female,bachelor,60401.0,11,mortgage,4000.0,education,11.16,0.07,9.0,639,yes,0
25,male,master,58660.0,3,rent,8000.0,venture,13.04,0.14,4.0,695,no,0
24,female,master,90943.0,0,mortgage,12000.0,homeimprovement,13.67,0.13,4.0,698,yes,0
33,male,master,90568.0,14,rent,3600.0,education,15.27,0.04,9.0,603,yes,0
25,female,associate,42804.0,4,rent,6401.0,medical,11.03,0.15,3.0,638,yes,0
28,female,bachelor,64595.0,5,rent,10000.0,medical,11.55,0.15,6.0,660,no,0
24,female,high school,102901.0,3,mortgage,12000.0,medical,7.67,0.12,4.0,673,no,0
28,male,master,38193.0,5,rent,4000.0,medical,10.69,0.1,8.0,659,no,0
25,male,master,72992.0,0,mortgage,17000.0,personal,7.63,0.23,3.0,647,yes,0
27,female,associate,90201.0,5,rent,15000.0,venture,11.57,0.17,5.0,531,yes,0
32,male,high school,90928.0,11,mortgage,6000.0,medical,7.71,0.07,10.0,572,yes,0
28,female,associate,63394.0,6,mortgage,13600.0,education,7.88,0.21,7.0,533,yes,0
31,female,master,313322.0,11,mortgage,27130.0,medical,7.52,0.09,7.0,674,yes,0
26,female,associate,75172.0,4,rent,7000.0,education,10.2,0.09,4.0,659,yes,0
24,male,bachelor,103026.0,1,mortgage,24000.0,medical,10.81,0.23,3.0,594,yes,0
25,female,master,89422.0,1,mortgage,24170.0,venture,11.38,0.27,3.0,721,yes,0
23,male,associate,36953.0,1,rent,5910.0,medical,7.84,0.16,3.0,661,no,0
26,female,high school,54073.0,7,rent,5000.0,education,10.13,0.09,3.0,632,yes,0
23,male,bachelor,63602.0,1,mortgage,5000.0,personal,6.98,0.08,3.0,617,yes,0
28,female,high school,44234.0,3,mortgage,6000.0,homeimprovement,14.36,0.14,8.0,615,yes,0
26,male,bachelor,133051.0,3,mortgage,10000.0,homeimprovement,10.8,0.08,4.0,562,yes,0
23,female,bachelor,28210.0,1,rent,6000.0,education,13.97,0.21,4.0,637,yes,0
25,male,bachelor,87725.0,2,rent,10000.0,medical,12.99,0.11,4.0,654,no,0
38,male,master,91140.0,19,rent,10000.0,venture,9.62,0.11,17.0,656,yes,0
27,female,bachelor,58777.0,3,mortgage,6000.0,personal,9.0,0.1,5.0,651,no,0
25,female,master,72960.0,0,rent,7200.0,education,9.77,0.1,2.0,494,yes,0
26,male,associate,58725.0,6,rent,2000.0,education,11.17,0.03,4.0,631,no,0
22,female,bachelor,232344.0,0,mortgage,20000.0,medical,7.31,0.09,4.0,646,yes,0
23,male,master,27439.0,0,rent,2500.0,medical,11.69,0.09,2.0,560,yes,0
28,female,master,42888.0,7,rent,10000.0,medical,16.65,0.23,8.0,638,yes,0
27,male,master,123390.0,8,mortgage,15000.0,homeimprovement,12.25,0.12,5.0,677,no,0
30,female,associate,38217.0,4,rent,3114.0,venture,13.37,0.08,10.0,535,yes,0
28,male,associate,29822.0,5,rent,3000.0,venture,8.58,0.1,6.0,602,yes,0
25,female,bachelor,144867.0,3,mortgage,20990.0,homeimprovement,14.26,0.14,3.0,653,no,0
27,female,master,58547.0,2,mortgage,9600.0,education,13.61,0.16,4.0,678,no,0
23,male,associate,75467.0,0,mortgage,2000.0,education,15.0,0.03,3.0,667,no,0
31,female,associate,88600.0,6,mortgage,6870.0,venture,7.8,0.08,8.0,617,yes,0
36,male,bachelor,68539.0,12,mortgage,20000.0,education,13.57,0.29,12.0,526,no,0
25,male,bachelor,38397.0,0,rent,1424.0,education,10.55,0.04,2.0,669,yes,0
28,female,high school,48620.0,5,rent,12000.0,medical,10.96,0.25,6.0,583,no,0
29,male,bachelor,100795.0,10,mortgage,7500.0,medical,10.67,0.07,10.0,582,no,0
23,female,high school,49287.0,0,rent,6000.0,medical,11.1,0.12,4.0,663,yes,0
26,female,bachelor,108785.0,1,mortgage,10000.0,personal,6.1,0.09,5.0,529,yes,0
27,male,high school,32216.0,5,mortgage,5000.0,medical,11.79,0.16,6.0,628,yes,0
32,male,associate,44250.0,11,rent,2500.0,education,10.27,0.06,7.0,644,yes,0
30,female,bachelor,85333.0,10,mortgage,10000.0,medical,9.56,0.12,8.0,644,yes,0
24,female,associate,96570.0,5,rent,16000.0,homeimprovement,14.25,0.17,4.0,522,yes,0
30,male,master,89526.0,8,mortgage,10000.0,homeimprovement,8.92,0.11,6.0,727,no,0
29,female,associate,52751.0,8,rent,4000.0,education,11.74,0.08,8.0,698,no,0
23,female,bachelor,91105.0,2,rent,5000.0,venture,11.01,0.05,4.0,557,yes,0
36,female,high school,63430.0,16,rent,8000.0,venture,13.99,0.13,12.0,648,no,0
26,female,bachelor,120825.0,4,mortgage,14000.0,venture,10.67,0.12,7.0,634,no,0
23,female,associate,109063.0,1,mortgage,8000.0,education,10.36,0.07,3.0,674,no,0
25,female,bachelor,97175.0,2,mortgage,12000.0,venture,9.21,0.12,4.0,653,yes,0
23,female,master,82436.0,0,rent,13105.0,venture,8.79,0.16,2.0,574,yes,0
25,female,bachelor,75735.0,2,mortgage,4000.0,personal,9.35,0.05,4.0,570,yes,0
32,male,bachelor,61194.0,8,rent,12000.0,debtconsolidation,6.06,0.2,6.0,665,yes,0
25,female,bachelor,104514.0,0,mortgage,12204.0,medical,7.29,0.12,2.0,571,yes,0
23,male,associate,110550.0,0,mortgage,12000.0,personal,8.94,0.11,3.0,668,no,0
31,male,bachelor,79400.0,8,mortgage,7000.0,homeimprovement,8.76,0.09,7.0,687,yes,0
35,male,high school,72859.0,15,mortgage,6000.0,medical,8.11,0.08,13.0,661,yes,0
24,male,bachelor,57589.0,0,mortgage,6000.0,venture,8.37,0.1,3.0,592,yes,0
25,female,high school,58821.0,2,rent,5500.0,medical,10.56,0.09,4.0,614,yes,0
28,female,associate,41741.0,7,rent,6020.0,debtconsolidation,6.94,0.14,7.0,712,no,0
38,female,high school,78199.0,16,rent,3069.0,education,6.95,0.04,14.0,632,yes,0
25,female,high school,84990.0,4,mortgage,3000.0,personal,6.41,0.04,4.0,689,yes,0
30,male,high school,63099.0,7,mortgage,12000.0,venture,7.88,0.19,10.0,643,no,0
25,female,bachelor,34352.0,0,rent,6420.0,venture,13.36,0.19,4.0,688,no,0
30,female,associate,58571.0,9,rent,10000.0,education,12.65,0.17,9.0,671,no,0
28,female,doctorate,125536.0,6,mortgage,10000.0,personal,14.24,0.08,9.0,683,yes,0
28,female,high school,102635.0,2,rent,9000.0,venture,10.76,0.09,7.0,584,yes,0
32,male,bachelor,480914.0,7,mortgage,18019.0,education,7.57,0.04,7.0,676,no,0
26,female,high school,194059.0,4,mortgage,29814.0,personal,8.02,0.15,4.0,492,yes,0
37,female,doctorate,74986.0,16,rent,3753.0,venture,11.4,0.05,11.0,636,yes,0
23,male,master,80130.0,4,mortgage,10000.0,personal,10.62,0.12,4.0,675,no,0
32,male,associate,23690.0,8,own,2647.0,venture,10.45,0.11,11.0,551,yes,0
25,male,high school,128279.0,3,mortgage,10000.0,education,10.24,0.08,3.0,665,yes,0
56,male,high school,210853.0,29,mortgage,12000.0,personal,10.82,0.06,25.0,635,yes,0
27,female,bachelor,48851.0,3,own,6400.0,education,9.3,0.13,6.0,683,no,0
41,male,associate,75554.0,16,mortgage,5000.0,homeimprovement,8.47,0.07,13.0,718,yes,0
28,male,high school,35807.0,5,rent,7125.0,medical,6.25,0.2,6.0,658,yes,0
29,female,bachelor,108998.0,9,mortgage,13444.0,education,9.08,0.12,5.0,559,yes,0
28,male,high school,36661.0,4,rent,8875.0,education,7.12,0.24,7.0,635,yes,0
27,female,doctorate,132761.0,2,mortgage,25000.0,personal,12.56,0.19,6.0,633,yes,0
28,female,master,100757.0,6,mortgage,7215.0,venture,12.43,0.07,7.0,652,yes,0
29,male,high school,54971.0,6,mortgage,7500.0,medical,9.32,0.14,7.0,626,yes,0
23,male,bachelor,70383.0,3,rent,12844.0,debtconsolidation,12.12,0.18,4.0,628,yes,0
26,male,high school,27165.0,3,mortgage,8000.0,personal,7.68,0.29,5.0,524,yes,0
25,female,high school,115157.0,1,mortgage,4000.0,education,7.91,0.03,4.0,697,no,0
30,male,bachelor,46363.0,6,rent,6000.0,debtconsolidation,11.01,0.13,10.0,547,yes,0
30,male,bachelor,151197.0,8,rent,5759.0,personal,7.43,0.04,10.0,687,yes,0
40,female,associate,61114.0,17,rent,7000.0,debtconsolidation,12.54,0.11,12.0,696,no,0
23,female,bachelor,42553.0,0,rent,4000.0,debtconsolidation,11.26,0.09,4.0,591,yes,0
24,male,bachelor,121065.0,2,mortgage,6000.0,personal,13.55,0.05,3.0,517,yes,0
23,female,high school,78609.0,0,mortgage,7444.0,personal,7.01,0.09,4.0,574,yes,0
22,female,associate,44953.0,0,mortgage,9961.0,debtconsolidation,6.91,0.22,3.0,649,no,0
24,male,bachelor,157027.0,2,mortgage,20046.0,venture,10.62,0.13,5.0,688,yes,0
25,male,high school,113522.0,6,rent,20000.0,homeimprovement,10.98,0.18,4.0,670,yes,0
28,male,bachelor,155014.0,6,mortgage,3954.0,education,13.41,0.03,8.0,543,no,0
25,female,associate,67298.0,5,mortgage,8000.0,education,9.24,0.12,5.0,624,yes,0
30,female,bachelor,58837.0,3,rent,8000.0,personal,13.34,0.14,7.0,700,yes,0
24,female,associate,31181.0,4,rent,5000.0,education,10.66,0.16,5.0,618,yes,0
26,female,bachelor,103063.0,0,mortgage,4438.0,personal,7.44,0.04,5.0,657,yes,0
30,male,master,55071.0,2,mortgage,15000.0,personal,11.02,0.27,6.0,657,no,0
27,female,high school,41648.0,2,rent,6000.0,personal,9.47,0.14,9.0,597,yes,0
23,male,high school,104134.0,0,rent,6000.0,education,10.0,0.06,4.0,588,no,0
28,male,master,84809.0,5,mortgage,8000.0,homeimprovement,12.88,0.09,8.0,664,yes,0
24,female,bachelor,60951.0,1,rent,10000.0,debtconsolidation,12.15,0.16,3.0,692,yes,0
30,female,high school,49137.0,4,rent,7000.0,medical,12.8,0.14,5.0,535,yes,0
31,male,master,58666.0,8,rent,2000.0,homeimprovement,13.74,0.03,8.0,706,yes,0
27,male,high school,111409.0,1,rent,25000.0,education,18.66,0.22,5.0,514,yes,0
24,male,high school,132918.0,2,mortgage,10000.0,homeimprovement,8.61,0.08,2.0,594,yes,0
29,female,associate,79186.0,5,mortgage,2500.0,venture,12.35,0.03,7.0,623,yes,0
23,female,bachelor,105243.0,0,mortgage,1853.0,education,8.52,0.02,4.0,616,yes,0
22,female,bachelor,79953.0,0,mortgage,16800.0,personal,13.89,0.21,3.0,463,yes,0
23,female,master,133035.0,0,mortgage,2847.0,venture,8.35,0.02,4.0,660,no,0
